Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9
,,,,,,,500,105,100,82,275,362,594,375,187,46
,,,,,,,501,105,100,82,275,362,594,375,187,46
,,,,,,,502,105,100,82,275,362,594,375,187,46
,,,,,,,503,105,100,82,275,362,594,375,187,46
,,,,,,,504,105,100,82,275,362,594,375,187,46
,,,,,,,505,105,100,82,275,362,594,375,187,46
,,,,,,,506,105,100,82,275,362,594,375,187,46
,,,,,,,507,105,100,82,275,362,594,375,187,46
,,,,,,,508,105,100,82,275,362,594,375,187,46
,,,,,,,509,105,100,82,275,362,594,375,187,46
,,,,,,,510,105,100,82,275,362,594,375,187,46
,,,,,,,511,105,100,82,275,362,594,375,187,46
,,,,,,,512,105,100,82,275,362,594,375,187,46
,,,,,,,513,105,100,82,275,362,594,375,187,46
,,,,,,,514,105,100,82,275,362,594,375,187,46
,,,,,,,515,105,100,82,275,362,594,375,187,46
,,,,,,,516,105,100,82,275,362,594,375,187,46
,,,,,,,517,105,100,82,275,362,594,375,187,46
,,,,,,,518,105,100,82,275,362,594,375,187,46
,,,,,,,519,105,100,82,275,362,594,375,187,46
,,,,,,,520,105,100,82,275,362,594,375,187,46
,,,,,,,521,105,100,82,275,362,594,375,187,46
,,,,,,,522,105,100,82,275,362,594,375,187,46
,,,,,,,523,105,100,82,275,362,594,375,187,46
,,,,,,,524,105,100,82,275,362,594,375,187,46
,,,,,,,525,105,100,82,275,362,594,375,187,46
,,,,,,,526,105,100,82,275,362,594,375,187,46
,,,,,,,527,105,100,82,275,362,594,375,187,46
,,,,,,,528,105,100,82,275,362,594,375,187,46
,,,,,,,529,105,100,82,275,362,594,375,187,46
,,,,,,,530,105,100,82,275,362,594,375,187,46
,,,,,,,531,105,100,82,275,362,594,375,187,46
,,,,,,,532,105,100,82,275,362,594,375,187,46
,,,,,,,533,105,100,82,275,362,594,375,187,46
,,,,,,,534,105,100,82,275,362,594,375,187,46
,,,,,,,535,105,100,82,275,362,594,375,187,46
,,,,,,,536,105,100,82,275,362,594,375,187,46
,,,,,,,537,105,100,82,275,362,594,375,187,46
,,,,,,,538,105,100,82,275,362,594,375,187,46
,,,,,,,539,105,100,82,275,362,594,375,187,46
,,,,,,,540,105,100,82,275,362,594,375,187,46
,,,,,,,541,105,100,82,275,362,594,375,187,46
,,,,,,,542,105,100,82,275,362,594,375,187,46
,,,,,,,543,105,100,82,275,362,594,375,187,46
,,,,,,,544,105,100,82,275,362,594,375,187,46
,,,,,,,545,105,100,82,275,362,594,375,187,46
,,,,,,,546,105,100,82,275,362,594,375,187,46
,,,,,,,547,105,100,82,275,362,594,375,187,46
,,,,,,,548,105,100,82,275,362,594,375,187,46
,,,,,,,549,105,100,82,275,362,594,375,187,46
,,,,,,,550,105,100,82,275,362,594,375,187,46
,,,,,,,551,105,100,82,275,362,594,375,187,46
,,,,,,,552,105,100,82,275,362,594,375,187,46
,,,,,,,553,105,100,82,275,362,594,375,187,46
,,,,,,,554,105,100,82,275,362,594,375,187,46
,,,,,,,555,105,100,82,275,362,594,375,187,46
,,,,,,,556,105,100,82,275,362,594,375,187,46
,,,,,,,557,105,100,82,275,362,594,375,187,46
,,,,,,,558,105,100,82,275,362,594,375,187,46
,,,,,,,559,105,100,82,275,362,594,375,187,46
,,,,,,,560,105,100,82,275,362,594,375,187,46
,,,,,,,561,105,100,82,275,362,594,375,187,46
,,,,,,,562,105,100,82,275,362,594,375,187,46
,,,,,,,563,105,100,82,275,362,594,375,187,46
,,,,,,,564,105,100,82,275,362,594,375,187,46
,,,,,,,565,105,100,82,275,362,594,375,187,46
,,,,,,,566,105,100,82,275,362,594,375,187,46
,,,,,,,567,105,100,82,275,362,594,375,187,46
,,,,,,,568,105,100,82,275,362,594,375,187,46
,,,,,,,569,105,100,82,275,362,594,375,187,46
,,,,,,,570,105,100,82,275,362,594,375,187,46
,,,,,,,571,105,100,82,275,362,594,375,187,46
,,,,,,,572,105,100,82,275,362,594,375,187,46
,,,,,,,573,105,100,82,275,362,594,375,187,46
,,,,,,,574,105,100,82,275,362,594,375,187,46
,,,,,,,575,105,100,82,275,362,594,375,187,46
,,,,,,,576,105,100,82,275,362,594,375,187,46
,,,,,,,577,105,100,82,275,362,594,375,187,46
,,,,,,,578,105,100,82,275,362,594,375,187,46
,,,,,,,579,105,100,82,275,362,594,375,187,46
,,,,,,,580,105,100,82,275,362,594,375,187,46
,,,,,,,581,105,100,82,275,362,594,375,187,46
,,,,,,,582,105,100,82,275,362,594,375,187,46
,,,,,,,583,105,100,82,275,362,594,375,187,46
,,,,,,,584,105,100,82,275,362,594,375,187,46
,,,,,,,585,105,100,82,275,362,594,375,187,46
,,,,,,,586,105,100,82,275,362,594,375,187,46
,,,,,,,587,105,100,82,275,362,594,375,187,46
,,,,,,,588,105,100,82,275,362,594,375,187,46
,,,,,,,589,105,100,82,275,362,594,375,187,46
,,,,,,,590,105,100,82,275,362,594,375,187,46
,,,,,,,591,105,100,82,275,362,594,375,187,46
,,,,,,,592,105,100,82,275,362,594,375,187,46
,,,,,,,593,105,100,82,275,362,594,375,187,46
,,,,,,,594,105,100,82,275,362,594,375,187,46
,,,,,,,595,105,100,82,275,362,594,375,187,46
,,,,,,,596,105,100,82,275,362,594,375,187,46
,,,,,,,597,105,100,82,275,362,594,375,187,46
,,,,,,,598,105,100,82,275,362,594,375,187,46
,,,,,,,599,105,100,82,275,362,594,375,187,46
,,,,,,,600,105,100,82,275,362,594,375,187,46
,,,,,,,601,105,100,82,275,362,594,375,187,46
,,,,,,,602,105,100,82,275,362,594,375,187,46
,,,,,,,603,105,100,82,275,362,594,375,187,46
,,,,,,,604,105,100,82,275,362,594,375,187,46
,,,,,,,605,105,100,82,275,362,594,375,187,46
,,,,,,,606,105,100,82,275,362,594,375,187,46
,,,,,,,607,105,100,82,275,362,594,375,187,46
,,,,,,,608,105,100,82,275,362,594,375,187,46
,,,,,,,609,105,100,82,275,362,594,375,187,46
,,,,,,,610,105,100,82,275,362,594,375,187,46
,,,,,,,611,105,100,82,275,362,594,375,187,46
,,,,,,,612,105,100,82,275,362,594,375,187,46
,,,,,,,613,105,100,82,275,362,594,375,187,46
,,,,,,,614,105,100,82,275,362,594,375,187,46
,,,,,,,615,105,100,82,275,362,594,375,187,46
,,,,,,,616,105,100,82,275,362,594,375,187,46
,,,,,,,617,105,100,82,275,362,594,375,187,46
,,,,,,,618,105,100,82,275,362,594,375,187,46
,,,,,,,619,105,100,82,275,362,594,375,187,46
,,,,,,,620,105,100,82,275,362,594,375,187,46
,,,,,,,621,105,100,82,275,362,594,375,187,46
,,,,,,,622,105,100,82,275,362,594,375,187,46
,,,,,,,623,105,100,82,275,362,594,375,187,46
,,,,,,,624,105,100,82,275,362,594,375,187,46
,,,,,,,625,105,100,82,275,362,594,375,187,46
,,,,,,,626,105,100,82,275,362,594,375,187,46
,,,,,,,627,105,100,82,275,362,594,375,187,46
,,,,,,,628,105,100,82,275,362,594,375,187,46
,,,,,,,629,105,100,82,275,362,594,375,187,46
,,,,,,,630,105,100,82,275,362,594,375,187,46
,,,,,,,631,105,100,82,275,362,594,375,187,46
,,,,,,,632,105,100,82,275,362,594,375,187,46
,,,,,,,633,105,100,82,275,362,594,375,187,46
,,,,,,,634,105,100,82,275,362,594,375,187,46
,,,,,,,635,105,100,82,275,362,594,375,187,46
,,,,,,,636,105,100,82,275,362,594,375,187,46
,,,,,,,637,105,100,82,275,362,594,375,187,46
,,,,,,,638,105,100,82,275,362,594,375,187,46
,,,,,,,639,105,100,82,275,362,594,375,187,46
,,,,,,,640,105,100,82,275,362,594,375,187,46
,,,,,,,641,105,100,82,275,362,594,375,187,46
,,,,,,,642,105,100,82,275,362,594,375,187,46
,,,,,,,643,105,100,82,275,362,594,375,187,46
,,,,,,,644,105,100,82,275,362,594,375,187,46
,,,,,,,645,105,100,82,275,362,594,375,187,46
,,,,,,,646,105,100,82,275,362,594,375,187,46
,,,,,,,647,105,100,82,275,362,594,375,187,46
,,,,,,,648,105,100,82,275,362,594,375,187,46
,,,,,,,649,105,100,82,275,362,594,375,187,46
,,,,,,,650,105,100,82,275,362,594,375,187,46
,,,,,,,651,105,100,82,275,362,594,375,187,46
,,,,,,,652,105,100,82,275,362,594,375,187,46
,,,,,,,653,105,100,82,275,362,594,375,187,46
,,,,,,,654,105,100,82,275,362,594,375,187,46
,,,,,,,655,105,100,82,275,362,594,375,187,46
,,,,,,,656,105,100,82,275,362,594,375,187,46
,,,,,,,657,105,100,82,275,362,594,375,187,46
,,,,,,,658,105,100,82,275,362,594,375,187,46
,,,,,,,659,105,100,82,275,362,594,375,187,46
,,,,,,,660,105,100,82,275,362,594,375,187,46
,,,,,,,661,105,100,82,275,362,594,375,187,46
,,,,,,,662,105,100,82,275,362,594,375,187,46
,,,,,,,663,105,100,82,275,362,594,375,187,46
,,,,,,,664,105,100,82,275,362,594,375,187,46
,,,,,,,665,105,100,82,275,362,594,375,187,46
,,,,,,,666,105,100,82,275,362,594,375,187,46
,,,,,,,667,105,100,82,275,362,594,375,187,46
,,,,,,,668,105,100,82,275,362,594,375,187,46
,,,,,,,669,105,100,82,275,362,594,375,187,46
,,,,,,,670,105,100,82,275,362,594,375,187,46
,,,,,,,671,105,100,82,275,362,594,375,187,46
,,,,,,,672,105,100,82,275,362,594,375,187,46
,,,,,,,673,105,100,82,275,362,594,375,187,46
,,,,,,,674,105,100,82,275,362,594,375,187,46
,,,,,,,675,105,100,82,275,362,594,375,187,46
,,,,,,,676,105,100,82,275,362,594,375,187,46
,,,,,,,677,105,100,82,275,362,594,375,187,46
,,,,,,,678,105,100,82,275,362,594,375,187,46
,,,,,,,679,105,100,82,275,362,594,375,187,46
,,,,,,,680,105,100,82,275,362,594,375,187,46
,,,,,,,681,105,100,82,275,362,594,375,187,46
,,,,,,,682,105,100,82,275,362,594,375,187,46
,,,,,,,683,105,100,82,275,362,594,375,187,46
,,,,,,,684,105,100,82,275,362,594,375,187,46
,,,,,,,685,105,100,82,275,362,594,375,187,46
,,,,,,,686,105,100,82,275,362,594,375,187,46
,,,,,,,687,105,100,82,275,362,594,375,187,46
,,,,,,,688,105,100,82,275,362,594,375,187,46
,,,,,,,689,105,100,82,275,362,594,375,187,46
,,,,,,,690,105,100,82,275,362,594,375,187,46
,,,,,,,691,105,100,82,275,362,594,375,187,46
,,,,,,,692,105,100,82,275,362,594,375,187,46
,,,,,,,693,105,100,82,275,362,594,375,187,46
,,,,,,,694,105,100,82,275,362,594,375,187,46
,,,,,,,695,105,100,82,275,362,594,375,187,46
,,,,,,,696,105,100,82,275,362,594,375,187,46
,,,,,,,697,105,100,82,275,362,594,375,187,46
,,,,,,,698,105,100,82,275,362,594,375,187,46
,,,,,,,699,105,100,82,275,362,594,375,187,46
,,,,,,,700,105,100,82,275,362,594,375,187,46
,,,,,,,701,105,100,82,275,362,594,375,187,46
,,,,,,,702,105,100,82,275,362,594,375,187,46
,,,,,,,703,105,100,82,275,362,594,375,187,46
,,,,,,,704,105,100,82,275,362,594,375,187,46
,,,,,,,705,105,100,82,275,362,594,375,187,46
,,,,,,,706,105,100,82,275,362,594,375,187,46
,,,,,,,707,105,100,82,275,362,594,375,187,46
,,,,,,,708,105,100,82,275,362,594,375,187,46
,,,,,,,709,105,100,82,275,362,594,375,187,46
,,,,,,,710,105,100,82,275,362,594,375,187,46
,,,,,,,711,105,100,82,275,362,594,375,187,46
,,,,,,,712,105,100,82,275,362,594,375,187,46
,,,,,,,713,105,100,82,275,362,594,375,187,46
,,,,,,,714,105,100,82,275,362,594,375,187,46
,,,,,,,715,105,100,82,275,362,594,375,187,46
,,,,,,,716,105,100,82,275,362,594,375,187,46
,,,,,,,717,105,100,82,275,362,594,375,187,46
,,,,,,,718,105,100,82,275,362,594,375,187,46
,,,,,,,719,105,100,82,275,362,594,375,187,46
,,,,,,,720,105,100,82,275,362,594,375,187,46
,,,,,,,721,105,100,82,275,362,594,375,187,46
,,,,,,,722,105,100,82,275,362,594,375,187,46
,,,,,,,723,105,100,82,275,362,594,375,187,46
,,,,,,,724,105,100,82,275,362,594,375,187,46
,,,,,,,725,105,100,82,275,362,594,375,187,46
,,,,,,,726,105,100,82,275,362,594,375,187,46
,,,,,,,727,105,100,82,275,362,594,375,187,46
,,,,,,,728,105,100,82,275,362,594,375,187,46
,,,,,,,729,105,100,82,275,362,594,375,187,46
,,,,,,,730,105,100,82,275,362,594,375,187,46
,,,,,,,731,105,100,82,275,362,594,375,187,46
,,,,,,,732,105,100,82,275,362,594,375,187,46
,,,,,,,733,105,100,82,275,362,594,375,187,46
,,,,,,,734,105,100,82,275,362,594,375,187,46
,,,,,,,735,105,100,82,275,362,594,375,187,46
,,,,,,,736,105,100,82,275,362,594,375,187,46
,,,,,,,737,105,100,82,275,362,594,375,187,46
,,,,,,,738,105,100,82,275,362,594,375,187,46
,,,,,,,739,105,100,82,275,362,594,375,187,46
,,,,,,,740,105,100,82,275,362,594,375,187,46
,,,,,,,741,105,100,82,275,362,594,375,187,46
,,,,,,,742,105,100,82,275,362,594,375,187,46
,,,,,,,743,105,100,82,275,362,594,375,187,46
,,,,,,,744,105,100,82,275,362,594,375,187,46
,,,,,,,745,105,100,82,275,362,594,375,187,46
,,,,,,,746,105,100,82,275,362,594,375,187,46
,,,,,,,747,105,100,82,275,362,594,375,187,46
,,,,,,,748,105,100,82,275,362,594,375,187,46
,,,,,,,749,105,100,82,275,362,594,375,187,46
,,,,,,,750,105,100,82,275,362,594,375,187,46
,,,,,,,751,105,100,82,275,362,594,375,187,46
,,,,,,,752,105,100,82,275,362,594,375,187,46
,,,,,,,753,105,100,82,275,362,594,375,187,46
,,,,,,,754,105,100,82,275,362,594,375,187,46
,,,,,,,755,105,100,82,275,362,594,375,187,46
,,,,,,,756,105,100,82,275,362,594,375,187,46
,,,,,,,757,105,100,82,275,362,594,375,187,46
,,,,,,,758,105,100,82,275,362,594,375,187,46
,,,,,,,759,105,100,82,275,362,594,375,187,46
,,,,,,,760,105,100,82,275,362,594,375,187,46
,,,,,,,761,105,100,82,275,362,594,375,187,46
,,,,,,,762,105,100,82,275,362,594,375,187,46
,,,,,,,763,105,100,82,275,362,594,375,187,46
,,,,,,,764,105,100,82,275,362,594,375,187,46
,,,,,,,765,105,100,82,275,362,594,375,187,46
,,,,,,,766,105,100,82,275,362,594,375,187,46
,,,,,,,767,105,100,82,275,362,594,375,187,46
,,,,,,,768,105,100,82,275,362,594,375,187,46
,,,,,,,769,105,100,82,275,362,594,375,187,46
,,,,,,,770,105,100,82,275,362,594,375,187,46
,,,,,,,771,105,100,82,275,362,594,375,187,46
,,,,,,,772,105,100,82,275,362,594,375,187,46
,,,,,,,773,105,100,82,275,362,594,375,187,46
,,,,,,,774,105,100,82,275,362,594,375,187,46
,,,,,,,775,105,100,82,275,362,594,375,187,46
,,,,,,,776,105,100,82,275,362,594,375,187,46
,,,,,,,777,105,100,82,275,362,594,375,187,46
,,,,,,,778,105,100,82,275,362,594,375,187,46
,,,,,,,779,105,100,82,275,362,594,375,187,46
,,,,,,,780,105,100,82,275,362,594,375,187,46
,,,,,,,781,105,100,82,275,362,594,375,187,46
,,,,,,,782,105,100,82,275,362,594,375,187,46
,,,,,,,783,105,100,82,275,362,594,375,187,46
,,,,,,,784,105,100,82,275,362,594,375,187,46
,,,,,,,785,105,100,82,275,362,594,375,187,46
,,,,,,,786,105,100,82,275,362,594,375,187,46
,,,,,,,787,105,100,82,275,362,594,375,187,46
,,,,,,,788,105,100,82,275,362,594,375,187,46
,,,,,,,789,105,100,82,275,362,594,375,187,46
,,,,,,,790,105,100,82,275,362,594,375,187,46
,,,,,,,791,105,100,82,275,362,594,375,187,46
,,,,,,,792,105,100,82,275,362,594,375,187,46
,,,,,,,793,105,100,82,275,362,594,375,187,46
,,,,,,,794,105,100,82,275,362,594,375,187,46
,,,,,,,795,105,100,82,275,362,594,375,187,46
,,,,,,,796,105,100,82,275,362,594,375,187,46
,,,,,,,797,105,100,82,275,362,594,375,187,46
,,,,,,,798,105,100,82,275,362,594,375,187,46
,,,,,,,799,105,100,82,275,362,594,375,187,46
,,,,,,,800,105,100,82,275,362,594,375,187,46
,,,,,,,801,105,100,82,275,362,594,375,187,46
,,,,,,,802,105,100,82,275,362,594,375,187,46
,,,,,,,803,105,100,82,275,362,594,375,187,46
,,,,,,,804,105,100,82,275,362,594,375,187,46
,,,,,,,805,105,100,82,275,362,594,375,187,46
,,,,,,,806,105,100,82,275,362,594,375,187,46
,,,,,,,807,105,100,82,275,362,594,375,187,46
,,,,,,,808,105,100,82,275,362,594,375,187,46
,,,,,,,809,105,100,82,275,362,594,375,187,46
,,,,,,,810,105,100,82,275,362,594,375,187,46
,,,,,,,811,105,100,82,275,362,594,375,187,46
,,,,,,,812,105,100,82,275,362,594,375,187,46
,,,,,,,813,105,100,82,275,362,594,375,187,46
,,,,,,,814,105,100,82,275,362,594,375,187,46
,,,,,,,815,105,100,82,275,362,594,375,187,46
,,,,,,,816,105,100,82,275,362,594,375,187,46
,,,,,,,817,105,100,82,275,362,594,375,187,46
,,,,,,,818,105,100,82,275,362,594,375,187,46
,,,,,,,819,105,100,82,275,362,594,375,187,46
,,,,,,,820,105,100,82,275,362,594,375,187,46
,,,,,,,821,105,100,82,275,362,594,375,187,46
,,,,,,,822,105,100,82,275,362,594,375,187,46
,,,,,,,823,105,100,82,275,362,594,375,187,46
,,,,,,,824,105,100,82,275,362,594,375,187,46
,,,,,,,825,105,100,82,275,362,594,375,187,46
,,,,,,,826,105,100,82,275,362,594,375,187,46
,,,,,,,827,105,100,82,275,362,594,375,187,46
,,,,,,,828,105,100,82,275,362,594,375,187,46
,,,,,,,829,105,100,82,275,362,594,375,187,46
,,,,,,,830,105,100,82,275,362,594,375,187,46
,,,,,,,831,105,100,82,275,362,594,375,187,46
,,,,,,,832,105,100,82,275,362,594,375,187,46
,,,,,,,833,105,100,82,275,362,594,375,187,46
,,,,,,,834,105,100,82,275,362,594,375,187,46
,,,,,,,835,105,100,82,275,362,594,375,187,46
,,,,,,,836,105,100,82,275,362,594,375,187,46
,,,,,,,837,105,100,82,275,362,594,375,187,46
,,,,,,,838,105,100,82,275,362,594,375,187,46
,,,,,,,839,105,100,82,275,362,594,375,187,46
,,,,,,,840,105,100,82,275,362,594,375,187,46
,,,,,,,841,105,100,82,275,362,594,375,187,46
,,,,,,,842,105,100,82,275,362,594,375,187,46
,,,,,,,843,105,100,82,275,362,594,375,187,46
,,,,,,,844,105,100,82,275,362,594,375,187,46
,,,,,,,845,105,100,82,275,362,594,375,187,46
,,,,,,,846,105,100,82,275,362,594,375,187,46
,,,,,,,847,105,100,82,275,362,594,375,187,46
,,,,,,,848,105,100,82,275,362,594,375,187,46
,,,,,,,849,105,100,82,275,362,594,375,187,46
,,,,,,,850,105,100,82,275,362,594,375,187,46
,,,,,,,851,105,100,82,275,362,594,375,187,46
,,,,,,,852,105,100,82,275,362,594,375,187,46
,,,,,,,853,105,100,82,275,362,594,375,187,46
,,,,,,,854,105,100,82,275,362,594,375,187,46
,,,,,,,855,105,100,82,275,362,594,375,187,46
,,,,,,,856,105,100,82,275,362,594,375,187,46
,,,,,,,857,105,100,82,275,362,594,375,187,46
,,,,,,,858,105,100,82,275,362,594,375,187,46
,,,,,,,859,105,100,82,275,362,594,375,187,46
,,,,,,,860,105,100,82,275,362,594,375,187,46
,,,,,,,861,105,100,82,275,362,594,375,187,46
,,,,,,,862,105,100,82,275,362,594,375,187,46
,,,,,,,863,105,100,82,275,362,594,375,187,46
,,,,,,,864,105,100,82,275,362,594,375,187,46
,,,,,,,865,105,100,82,275,362,594,375,187,46
,,,,,,,866,105,100,82,275,362,594,375,187,46
,,,,,,,867,105,100,82,275,362,594,375,187,46
,,,,,,,868,105,100,82,275,362,594,375,187,46
,,,,,,,869,105,100,82,275,362,594,375,187,46
,,,,,,,870,105,100,82,275,362,594,375,187,46
,,,,,,,871,105,100,82,275,362,594,375,187,46
,,,,,,,872,105,100,82,275,362,594,375,187,46
,,,,,,,873,105,100,82,275,362,594,375,187,46
,,,,,,,874,105,100,82,275,362,594,375,187,46
,,,,,,,875,105,100,82,275,362,594,375,187,46
,,,,,,,876,105,100,82,275,362,594,375,187,46
,,,,,,,877,105,100,82,275,362,594,375,187,46
,,,,,,,878,105,100,82,275,362,594,375,187,46
,,,,,,,879,105,100,82,275,362,594,375,187,46
,,,,,,,880,105,100,82,275,362,594,375,187,46
,,,,,,,881,105,100,82,275,362,594,375,187,46
,,,,,,,882,105,100,82,275,362,594,375,187,46
,,,,,,,883,105,100,82,275,362,594,375,187,46
,,,,,,,884,105,100,82,275,362,594,375,187,46
,,,,,,,885,105,100,82,275,362,594,375,187,46
,,,,,,,886,105,100,82,275,362,594,375,187,46
,,,,,,,887,105,100,82,275,362,594,375,187,46
,,,,,,,888,105,100,82,275,362,594,375,187,46
,,,,,,,889,105,100,82,275,362,594,375,187,46
,,,,,,,890,105,100,82,275,362,594,375,187,46
,,,,,,,891,105,100,82,275,362,594,375,187,46
,,,,,,,892,105,100,82,275,362,594,375,187,46
,,,,,,,893,105,100,82,275,362,594,375,187,46
,,,,,,,894,105,100,82,275,362,594,375,187,46
,,,,,,,895,105,100,82,275,362,594,375,187,46
,,,,,,,896,105,100,82,275,362,594,375,187,46
,,,,,,,897,105,100,82,275,362,594,375,187,46
,,,,,,,898,105,100,82,275,362,594,375,187,46
,,,,,,,899,105,100,82,275,362,594,375,187,46
,,,,,,,900,105,100,82,275,362,594,375,187,46
,,,,,,,901,105,100,82,275,362,594,375,187,46
,,,,,,,902,105,100,82,275,362,594,375,187,46
,,,,,,,903,105,100,82,275,362,594,375,187,46
,,,,,,,904,105,100,82,275,362,594,375,187,46
,,,,,,,905,105,100,82,275,362,594,375,187,46
,,,,,,,906,105,100,82,275,362,594,375,187,46
,,,,,,,907,105,100,82,275,362,594,375,187,46
,,,,,,,908,105,100,82,275,362,594,375,187,46
,,,,,,,909,105,100,82,275,362,594,375,187,46
,,,,,,,910,105,100,82,275,362,594,375,187,46
,,,,,,,911,105,100,82,275,362,594,375,187,46
,,,,,,,912,105,100,82,275,362,594,375,187,46
,,,,,,,913,105,100,82,275,362,594,375,187,46
,,,,,,,914,105,100,82,275,362,594,375,187,46
,,,,,,,915,105,100,82,275,362,594,375,187,46
,,,,,,,916,105,100,82,275,362,594,375,187,46
,,,,,,,917,105,100,82,275,362,594,375,187,46
,,,,,,,918,105,100,82,275,362,594,375,187,46
,,,,,,,919,105,100,82,275,362,594,375,187,46
,,,,,,,920,105,100,82,275,362,594,375,187,46
,,,,,,,921,105,100,82,275,362,594,375,187,46
,,,,,,,922,105,100,82,275,362,594,375,187,46
,,,,,,,923,105,100,82,275,362,594,375,187,46
,,,,,,,924,105,100,82,275,362,594,375,187,46
,,,,,,,925,105,100,82,275,362,594,375,187,46
,,,,,,,926,105,100,82,275,362,594,375,187,46
,,,,,,,927,105,100,82,275,362,594,375,187,46
,,,,,,,928,105,100,82,275,362,594,375,187,46
,,,,,,,929,105,100,82,275,362,594,375,187,46
,,,,,,,930,105,100,82,275,362,594,375,187,46
,,,,,,,931,105,100,82,275,362,594,375,187,46
,,,,,,,932,105,100,82,275,362,594,375,187,46
,,,,,,,933,105,100,82,275,362,594,375,187,46
,,,,,,,934,105,100,82,275,362,594,375,187,46
,,,,,,,935,105,100,82,275,362,594,375,187,46
,,,,,,,936,105,100,82,275,362,594,375,187,46
,,,,,,,937,105,100,82,275,362,594,375,187,46
,,,,,,,938,105,100,82,275,362,594,375,187,46
,,,,,,,939,105,100,82,275,362,594,375,187,46
,,,,,,,940,105,100,82,275,362,594,375,187,46
,,,,,,,941,105,100,82,275,362,594,375,187,46
,,,,,,,942,105,100,82,275,362,594,375,187,46
,,,,,,,943,105,100,82,275,362,594,375,187,46
,,,,,,,944,105,100,82,275,362,594,375,187,46
,,,,,,,945,105,100,82,275,362,594,375,187,46
,,,,,,,946,105,100,82,275,362,594,375,187,46
,,,,,,,947,105,100,82,275,362,594,375,187,46
,,,,,,,948,105,100,82,275,362,594,375,187,46
,,,,,,,949,105,100,82,275,362,594,375,187,46
,,,,,,,950,105,100,82,275,362,594,375,187,46
,,,,,,,951,105,100,82,275,362,594,375,187,46
,,,,,,,952,105,100,82,275,362,594,375,187,46
,,,,,,,953,105,100,82,275,362,594,375,187,46
,,,,,,,954,105,100,82,275,362,594,375,187,46
,,,,,,,955,105,100,82,275,362,594,375,187,46
,,,,,,,956,105,100,82,275,362,594,375,187,46
,,,,,,,957,105,100,82,275,362,594,375,187,46
,,,,,,,958,105,100,82,275,362,594,375,187,46
,,,,,,,959,105,100,82,275,362,594,375,187,46
,,,,,,,960,105,100,82,275,362,594,375,187,46
,,,,,,,961,105,100,82,275,362,594,375,187,46
,,,,,,,962,105,100,82,275,362,594,375,187,46
,,,,,,,963,105,100,82,275,362,594,375,187,46
,,,,,,,964,105,100,82,275,362,594,375,187,46
,,,,,,,965,105,100,82,275,362,594,375,187,46
,,,,,,,966,105,100,82,275,362,594,375,187,46
,,,,,,,967,105,100,82,275,362,594,375,187,46
,,,,,,,968,105,100,82,275,362,594,375,187,46
,,,,,,,969,105,100,82,275,362,594,375,187,46
,,,,,,,970,105,100,82,275,362,594,375,187,46
,,,,,,,971,105,100,82,275,362,594,375,187,46
,,,,,,,972,105,100,82,275,362,594,375,187,46
,,,,,,,973,105,100,82,275,362,594,375,187,46
,,,,,,,974,105,100,82,275,362,594,375,187,46
,,,,,,,975,105,100,82,275,362,594,375,187,46
,,,,,,,976,105,100,82,275,362,594,375,187,46
,,,,,,,977,105,100,82,275,362,594,375,187,46
,,,,,,,978,105,100,82,275,362,594,375,187,46
,,,,,,,979,105,100,82,275,362,594,375,187,46
,,,,,,,980,105,100,82,275,362,594,375,187,46
,,,,,,,981,105,100,82,275,362,594,375,187,46
,,,,,,,982,105,100,82,275,362,594,375,187,46
,,,,,,,983,105,100,82,275,362,594,375,187,46
,,,,,,,984,105,100,82,275,362,594,375,187,46
,,,,,,,985,105,100,82,275,362,594,375,187,46
,,,,,,,986,105,100,82,275,362,594,375,187,46
,,,,,,,987,105,100,82,275,362,594,375,187,46
,,,,,,,988,105,100,82,275,362,594,375,187,46
,,,,,,,989,105,100,82,275,362,594,375,187,46
,,,,,,,990,105,100,82,275,362,594,375,187,46
,,,,,,,991,105,100,82,275,362,594,375,187,46
,,,,,,,992,105,100,82,275,362,594,375,187,46
,,,,,,,993,105,100,82,275,362,594,375,187,46
,,,,,,,994,105,100,82,275,362,594,375,187,46
,,,,,,,995,105,100,82,275,362,594,375,187,46
