Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_Tonne,Max_Demand_Curtailment,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_H2_tonne_per_hr_z1,Load_H2_tonne_per_hr_z2,Load_H2_tonne_per_hr_z3,Load_H2_tonne_per_hr_z4,Load_H2_tonne_per_hr_z5,Load_H2_tonne_per_hr_z6,Load_H2_tonne_per_hr_z7,Load_H2_tonne_per_hr_z8,Load_H2_tonne_per_hr_z9,Load_H2_tonne_per_hr_z10
,,,,,,,19,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,20,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,21,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,22,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,23,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,24,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,25,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,26,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,27,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,28,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,29,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,30,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,31,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,32,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,33,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,34,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,35,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,36,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,37,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,38,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,39,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,40,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,41,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,42,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,43,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,44,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,45,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,46,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,47,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,48,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,49,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,50,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,51,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,52,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,53,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,54,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,55,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,56,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,57,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,58,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,59,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,60,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,61,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,62,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,63,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,64,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,65,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,66,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,67,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,68,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,69,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,70,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,71,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,72,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,73,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,74,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,75,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,76,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,77,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,78,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,79,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,80,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,81,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,82,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,83,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,84,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,85,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,86,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,87,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,88,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,89,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,90,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,91,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,92,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,93,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,94,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,95,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,96,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,97,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,98,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,99,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,100,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,101,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,102,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,103,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,104,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,105,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,106,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,107,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,108,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,109,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,110,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,111,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,112,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,113,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,114,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,115,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,116,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,117,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,118,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,119,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,120,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,121,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,122,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,123,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,124,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,125,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,126,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,127,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,128,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,129,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,130,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,131,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,132,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,133,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,134,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,135,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,136,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,137,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,138,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,139,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,140,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,141,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,142,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,143,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,144,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,145,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,146,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,147,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,148,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,149,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,150,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,151,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,152,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,153,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,154,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,155,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,156,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,157,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,158,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,159,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,160,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,161,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,162,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,163,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,164,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,165,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,166,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,167,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,168,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,169,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,170,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,171,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,172,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,173,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,174,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,175,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,176,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,177,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,178,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,179,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,180,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,181,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,182,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,183,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,184,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,185,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,186,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,187,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,188,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,189,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,190,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,191,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,192,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,193,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,194,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
,,,,,,,195,141.7683679,835.7091047,3.526745839,2.704253876,88.55266979,8.458361464,343.9733662,137.6016401,36.92244687,41.95732599
