Time_Index,BE0 0 CCGT,BE0 0 OCGT,BE0 0 biomass,BE0 0 coal,BE0 0 nuclear,BE0 0 offwind-ac,BE0 0 offwind-dc,BE0 0 onwind,BE0 0 ror,BE0 0 solar,DE0 0 CCGT,DE0 0 OCGT,DE0 0 biomass,DE0 0 coal,DE0 0 lignite,DE0 0 nuclear,DE0 0 offwind-ac,DE0 0 offwind-dc,DE0 0 oil,DE0 0 onwind,DE0 0 ror,DE0 0 solar,DK0 0 OCGT,DK0 0 biomass,DK0 0 coal,DK0 0 offwind-ac,DK0 0 offwind-dc,DK0 0 onwind,DK0 0 solar,DK0 0 nuclear,DK0 0 CCGT,DK3 0 CCGT,DK3 0 OCGT,DK3 0 biomass,DK3 0 coal,DK3 0 offwind-ac,DK3 0 offwind-dc,DK3 0 oil,DK3 0 onwind,DK3 0 nuclear,FR0 0 CCGT,FR0 0 OCGT,FR0 0 coal,FR0 0 nuclear,FR0 0 offwind-ac,FR0 0 offwind-dc,FR0 0 oil,FR0 0 onwind,FR0 0 ror,FR0 0 solar,GB4 0 CCGT,GB4 0 coal,GB4 0 offwind-ac,GB4 0 offwind-dc,GB4 0 oil,GB4 0 onwind,GB4 0 solar,GB5 0 CCGT,GB5 0 OCGT,GB5 0 biomass,GB5 0 coal,GB5 0 nuclear,GB5 0 offwind-ac,GB5 0 offwind-dc,GB5 0 oil,GB5 0 onwind,GB5 0 ror,GB5 0 solar,NL0 0 CCGT,NL0 0 OCGT,NL0 0 coal,NL0 0 nuclear,NL0 0 offwind-ac,NL0 0 offwind-dc,NL0 0 onwind,NL0 0 solar,NO3 0 CCGT,NO3 0 OCGT,NO3 0 offwind-ac,NO3 0 offwind-dc,NO3 0 onwind,NO3 0 solar,NO3 0 coal,NO3 0 nuclear,SE3 0 CCGT,SE3 0 biomass,SE3 0 coal,SE3 0 nuclear,SE3 0 offwind-ac,SE3 0 offwind-dc,SE3 0 oil,SE3 0 onwind,SE3 0 ror,SE3 0 solar,DE0 0 hydro,FR0 0 hydro,GB5 0 hydro,NO3 0 hydro,SE3 0 hydro,DE0 0 PHS,FR0 0 PHS,GB5 0 PHS,NO3 0 PHS,SE3 0 PHS,BE0 0 Battery,DE0 0 Battery,DK0 0 Battery,DK3 0 Battery,FR0 0 Battery,GB4 0 Battery,GB5 0 Battery,NL0 0 Battery,NO0 0 Battery,SE3 0 Battery,BE0 0 CCGT_CCS,DE0 0 CCGT_CCS,DK0 0 CCGT_CCS,DK3 0 CCGT_CCS,FR0 0 CCGT_CCS,GB4 0 CCGT_CCS,GB5 0 CCGT_CCS,NL0 0 CCGT_CCS,NO3 0 CCGT_CCS,SE3 0 CCGT_CCS
167,0.9,0.9,0.9,0.9,0.9,0.099,0.108,0.153,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.297,0.9,0.036,0.531,0.0,0.9,0.9,0.9,0.207,0.198,0.162,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.081,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.324,0.621,0.9,0.135,0.369,0.0,0.9,0.9,0.135,0.243,0.9,0.072,0.0,0.9,0.9,0.9,0.9,0.9,0.27,0.432,0.9,0.189,0.18,0.0,0.9,0.9,0.9,0.9,0.162,0.234,0.117,0.0,0.9,0.9,0.09,0.099,0.018,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.144,0.153,0.9,0.063,0.486,0.0,0.601237507,0.409993717,0.197666657,0.630810236,0.541799265,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
168,0.9,0.9,0.9,0.9,0.9,0.153,0.261,0.153,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.261,0.9,0.045,0.531,0.0,0.9,0.9,0.9,0.216,0.18,0.162,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.054,0.9,0.072,0.9,0.9,0.9,0.9,0.9,0.279,0.522,0.9,0.135,0.369,0.0,0.9,0.9,0.144,0.243,0.9,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.261,0.477,0.9,0.18,0.18,0.0,0.9,0.9,0.9,0.9,0.207,0.342,0.153,0.0,0.9,0.9,0.081,0.081,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.135,0.9,0.054,0.486,0.0,0.601130805,0.40978965,0.197598383,0.630673446,0.541678638,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
169,0.9,0.9,0.9,0.9,0.9,0.225,0.405,0.135,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.252,0.9,0.054,0.531,0.0,0.9,0.9,0.9,0.225,0.162,0.153,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.036,0.9,0.045,0.9,0.9,0.9,0.9,0.9,0.234,0.396,0.9,0.126,0.369,0.0,0.9,0.9,0.135,0.198,0.9,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.243,0.459,0.9,0.18,0.18,0.0,0.9,0.9,0.9,0.9,0.288,0.396,0.153,0.0,0.9,0.9,0.081,0.081,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.099,0.117,0.9,0.045,0.486,0.0,0.600827039,0.409589225,0.197533963,0.630185599,0.541558457,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
170,0.9,0.9,0.9,0.9,0.9,0.279,0.387,0.117,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.234,0.9,0.063,0.531,0.0,0.9,0.9,0.9,0.216,0.126,0.144,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.027,0.027,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.207,0.315,0.9,0.126,0.369,0.0,0.9,0.9,0.126,0.171,0.9,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.414,0.9,0.171,0.18,0.0,0.9,0.9,0.9,0.9,0.396,0.396,0.162,0.0,0.9,0.9,0.072,0.081,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.099,0.9,0.045,0.486,0.0,0.600503676,0.409380524,0.197465712,0.629464722,0.5414429,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
171,0.9,0.9,0.9,0.9,0.9,0.225,0.252,0.099,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.207,0.9,0.063,0.531,0.0,0.9,0.9,0.9,0.198,0.099,0.153,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.027,0.009,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.189,0.288,0.9,0.108,0.369,0.0,0.9,0.9,0.126,0.171,0.9,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.225,0.414,0.9,0.162,0.18,0.0,0.9,0.9,0.9,0.9,0.351,0.387,0.144,0.0,0.9,0.9,0.063,0.072,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.072,0.9,0.036,0.486,0.0,0.600155277,0.40916314,0.197389343,0.628667049,0.541329239,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
172,0.9,0.9,0.9,0.9,0.9,0.171,0.234,0.072,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.216,0.9,0.063,0.531,0.0,0.9,0.9,0.9,0.162,0.072,0.162,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.027,0.009,0.9,0.018,0.9,0.9,0.9,0.9,0.9,0.18,0.288,0.9,0.099,0.369,0.0,0.9,0.9,0.126,0.171,0.9,0.09,0.0,0.9,0.9,0.9,0.9,0.9,0.207,0.414,0.9,0.144,0.18,0.0,0.9,0.9,0.9,0.9,0.234,0.378,0.117,0.0,0.9,0.9,0.054,0.054,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.063,0.054,0.9,0.027,0.486,0.0,0.599838298,0.408934058,0.197279026,0.627613154,0.541222645,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
173,0.9,0.9,0.9,0.9,0.9,0.216,0.333,0.081,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.216,0.9,0.063,0.531,0.0,0.9,0.9,0.9,0.135,0.063,0.171,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.036,0.009,0.9,0.027,0.9,0.9,0.9,0.9,0.9,0.171,0.279,0.9,0.099,0.369,0.0,0.9,0.9,0.108,0.153,0.9,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.189,0.405,0.9,0.126,0.18,0.0,0.9,0.9,0.9,0.9,0.225,0.378,0.117,0.0,0.9,0.9,0.045,0.045,0.009,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.045,0.9,0.027,0.486,0.0,0.599539774,0.408737093,0.197169578,0.626066047,0.541120589,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
174,0.9,0.9,0.9,0.9,0.9,0.27,0.369,0.09,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.225,0.9,0.063,0.531,0.027,0.9,0.9,0.9,0.126,0.063,0.162,0.027,0.9,1.0,0.9,0.9,0.9,0.9,0.045,0.009,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.153,0.225,0.9,0.09,0.369,0.0,0.9,0.9,0.09,0.117,0.9,0.081,0.0,0.9,0.9,0.9,0.9,0.9,0.162,0.36,0.9,0.117,0.18,0.0,0.9,0.9,0.9,0.9,0.252,0.351,0.117,0.018,0.9,0.9,0.045,0.036,0.009,0.027,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.027,0.9,0.018,0.486,0.045,0.599201578,0.408577003,0.19701147,0.624583173,0.54101565,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
175,0.9,0.9,0.9,0.9,0.9,0.27,0.333,0.081,0.225,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.081,0.225,0.9,0.045,0.531,0.126,0.9,0.9,0.9,0.126,0.072,0.162,0.063,0.9,1.0,0.9,0.9,0.9,0.9,0.063,0.009,0.9,0.054,0.9,0.9,0.9,0.9,0.9,0.117,0.171,0.9,0.072,0.369,0.054,0.9,0.9,0.081,0.081,0.9,0.072,0.036,0.9,0.9,0.9,0.9,0.9,0.135,0.315,0.9,0.081,0.18,0.045,0.9,0.9,0.9,0.9,0.243,0.315,0.099,0.081,0.9,0.9,0.045,0.027,0.009,0.099,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.018,0.9,0.009,0.486,0.144,0.598825326,0.408437988,0.196833433,0.622782538,0.540912267,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
176,0.9,0.9,0.9,0.9,0.9,0.225,0.252,0.072,0.225,0.153,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.234,0.9,0.036,0.531,0.243,0.9,0.9,0.9,0.126,0.081,0.135,0.135,0.9,1.0,0.9,0.9,0.9,0.9,0.072,0.009,0.9,0.081,0.9,0.9,0.9,0.9,0.9,0.099,0.126,0.9,0.054,0.369,0.189,0.9,0.9,0.072,0.09,0.9,0.063,0.117,0.9,0.9,0.9,0.9,0.9,0.108,0.297,0.9,0.054,0.18,0.126,0.9,0.9,0.9,0.9,0.234,0.324,0.099,0.18,0.9,0.9,0.045,0.018,0.009,0.189,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.009,0.9,0.009,0.486,0.234,0.598462676,0.408286128,0.196739972,0.621404046,0.540803271,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
177,0.9,0.9,0.9,0.9,0.9,0.18,0.198,0.072,0.225,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.243,0.9,0.036,0.531,0.342,0.9,0.9,0.9,0.126,0.09,0.117,0.216,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.018,0.9,0.099,0.9,0.9,0.9,0.9,0.9,0.081,0.072,0.9,0.072,0.369,0.306,0.9,0.9,0.063,0.099,0.9,0.072,0.189,0.9,0.9,0.9,0.9,0.9,0.099,0.279,0.9,0.054,0.18,0.207,0.9,0.9,0.9,0.9,0.234,0.378,0.108,0.261,0.9,0.9,0.036,0.018,0.009,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.036,0.018,0.9,0.009,0.486,0.306,0.598097701,0.408152271,0.19662574,0.62063319,0.540725233,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
178,0.9,0.9,0.9,0.9,0.9,0.171,0.171,0.072,0.225,0.297,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.288,0.9,0.045,0.531,0.387,0.9,0.9,0.9,0.126,0.108,0.099,0.288,0.9,1.0,0.9,0.9,0.9,0.9,0.099,0.027,0.9,0.108,0.9,0.9,0.9,0.9,0.9,0.072,0.045,0.9,0.072,0.369,0.387,0.9,0.9,0.063,0.108,0.9,0.072,0.261,0.9,0.9,0.9,0.9,0.9,0.09,0.27,0.9,0.072,0.18,0.243,0.9,0.9,0.9,0.9,0.288,0.459,0.153,0.279,0.9,0.9,0.036,0.018,0.0,0.315,0.9,0.9,0.9,0.9,0.9,0.9,0.045,0.018,0.9,0.009,0.486,0.351,0.597756719,0.408022053,0.196510346,0.619727724,0.540698292,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
179,0.9,0.9,0.9,0.9,0.9,0.117,0.108,0.036,0.225,0.288,0.9,0.9,0.9,0.9,0.9,0.9,0.126,0.405,0.9,0.063,0.531,0.378,0.9,0.9,0.9,0.126,0.117,0.09,0.27,0.9,1.0,0.9,0.9,0.9,0.9,0.117,0.027,0.9,0.135,0.9,0.9,0.9,0.9,0.9,0.063,0.027,0.9,0.072,0.369,0.432,0.9,0.9,0.054,0.081,0.9,0.063,0.27,0.9,0.9,0.9,0.9,0.9,0.081,0.306,0.9,0.081,0.18,0.234,0.9,0.9,0.9,0.9,0.396,0.603,0.234,0.234,0.9,0.9,0.027,0.027,0.0,0.315,0.9,0.9,0.9,0.9,0.9,0.9,0.054,0.018,0.9,0.009,0.486,0.342,0.597398038,0.40786649,0.196375119,0.618478789,0.540701461,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
180,0.9,0.9,0.9,0.9,0.9,0.135,0.126,0.054,0.225,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.189,0.495,0.9,0.09,0.531,0.369,0.9,0.9,0.9,0.126,0.144,0.09,0.216,0.9,1.0,0.9,0.9,0.9,0.9,0.126,0.036,0.9,0.135,0.9,0.9,0.9,0.9,0.9,0.063,0.027,0.9,0.072,0.369,0.477,0.9,0.9,0.072,0.099,0.9,0.072,0.288,0.9,0.9,0.9,0.9,0.9,0.09,0.324,0.9,0.09,0.18,0.27,0.9,0.9,0.9,0.9,0.531,0.648,0.36,0.243,0.9,0.9,0.036,0.045,0.0,0.342,0.9,0.9,0.9,0.9,0.9,0.9,0.063,0.018,0.9,0.009,0.486,0.324,0.597057061,0.407683595,0.196237673,0.616506438,0.540748867,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
181,0.9,0.9,0.9,0.9,0.9,0.135,0.117,0.081,0.225,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.225,0.477,0.9,0.126,0.531,0.36,0.9,0.9,0.9,0.144,0.171,0.099,0.216,0.9,1.0,0.9,0.9,0.9,0.9,0.135,0.045,0.9,0.162,0.9,0.9,0.9,0.9,0.9,0.072,0.045,0.9,0.072,0.369,0.495,0.9,0.9,0.081,0.144,0.9,0.072,0.27,0.9,0.9,0.9,0.9,0.9,0.099,0.315,0.9,0.099,0.18,0.297,0.9,0.9,0.9,0.9,0.549,0.639,0.45,0.279,0.9,0.9,0.036,0.072,0.009,0.324,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.018,0.9,0.018,0.486,0.279,0.596656575,0.407240894,0.196085487,0.613777323,0.540800221,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
182,0.9,0.9,0.9,0.9,0.9,0.126,0.126,0.099,0.225,0.279,0.9,0.9,0.9,0.9,0.9,0.9,0.27,0.468,0.9,0.144,0.522,0.324,0.9,0.9,0.9,0.162,0.225,0.126,0.198,0.9,1.0,0.9,0.9,0.9,0.9,0.171,0.054,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.081,0.063,0.9,0.072,0.369,0.477,0.9,0.9,0.099,0.216,0.9,0.081,0.261,0.9,0.9,0.9,0.9,0.9,0.126,0.315,0.9,0.108,0.18,0.288,0.9,0.9,0.9,0.9,0.54,0.648,0.45,0.288,0.9,0.9,0.045,0.108,0.009,0.297,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.027,0.9,0.018,0.486,0.234,0.596288229,0.40672982,0.196005726,0.611868373,0.540872769,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
183,0.9,0.9,0.9,0.9,0.9,0.117,0.117,0.126,0.225,0.27,0.9,0.9,0.9,0.9,0.9,0.9,0.279,0.486,0.9,0.171,0.522,0.279,0.9,0.9,0.9,0.189,0.279,0.144,0.162,0.9,1.0,0.9,0.9,0.9,0.9,0.198,0.063,0.9,0.279,0.9,0.9,0.9,0.9,0.9,0.108,0.081,0.9,0.081,0.369,0.432,0.9,0.9,0.135,0.279,0.9,0.081,0.243,0.9,0.9,0.9,0.9,0.9,0.162,0.288,0.9,0.117,0.18,0.261,0.9,0.9,0.9,0.9,0.567,0.657,0.477,0.27,0.9,0.9,0.054,0.144,0.009,0.261,0.9,0.9,0.9,0.9,0.9,0.9,0.072,0.027,0.9,0.018,0.486,0.207,0.595897453,0.406128906,0.195867746,0.609131502,0.541136966,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
184,0.9,0.9,0.9,0.9,0.9,0.099,0.099,0.126,0.225,0.243,0.9,0.9,0.9,0.9,0.9,0.9,0.315,0.486,0.9,0.18,0.522,0.225,0.9,0.9,0.9,0.207,0.333,0.162,0.144,0.9,1.0,0.9,0.9,0.9,0.9,0.225,0.099,0.9,0.189,0.9,0.9,0.9,0.9,0.9,0.135,0.099,0.9,0.09,0.369,0.36,0.9,0.9,0.144,0.288,0.9,0.099,0.216,0.9,0.9,0.9,0.9,0.9,0.189,0.252,0.9,0.135,0.18,0.234,0.9,0.9,0.9,0.9,0.531,0.612,0.45,0.243,0.9,0.9,0.072,0.189,0.018,0.207,0.9,0.9,0.9,0.9,0.9,0.9,0.09,0.045,0.9,0.018,0.486,0.18,0.595388387,0.405452727,0.195783847,0.607304363,0.541695176,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
185,0.9,0.9,0.9,0.9,0.9,0.072,0.054,0.126,0.225,0.171,0.9,0.9,0.9,0.9,0.9,0.9,0.369,0.477,0.9,0.189,0.522,0.144,0.9,0.9,0.9,0.207,0.378,0.153,0.099,0.9,1.0,0.9,0.9,0.9,0.9,0.225,0.135,0.9,0.18,0.9,0.9,0.9,0.9,0.9,0.153,0.117,0.9,0.099,0.36,0.243,0.9,0.9,0.117,0.288,0.9,0.126,0.144,0.9,0.9,0.9,0.9,0.9,0.216,0.216,0.9,0.144,0.18,0.171,0.9,0.9,0.9,0.9,0.45,0.54,0.414,0.171,0.9,0.9,0.072,0.234,0.018,0.144,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.063,0.9,0.018,0.486,0.108,0.594717699,0.404908369,0.195602571,0.606481263,0.542012631,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
186,0.9,0.9,0.9,0.9,0.9,0.054,0.045,0.099,0.225,0.09,0.9,0.9,0.9,0.9,0.9,0.9,0.396,0.504,0.9,0.162,0.522,0.054,0.9,0.9,0.9,0.216,0.432,0.144,0.054,0.9,1.0,0.9,0.9,0.9,0.9,0.279,0.207,0.9,0.234,0.9,0.9,0.9,0.9,0.9,0.171,0.153,0.9,0.09,0.36,0.126,0.9,0.9,0.117,0.297,0.9,0.135,0.108,0.9,0.9,0.9,0.9,0.9,0.234,0.189,0.9,0.135,0.18,0.099,0.9,0.9,0.9,0.9,0.36,0.468,0.36,0.081,0.9,0.9,0.072,0.27,0.018,0.072,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.09,0.9,0.018,0.486,0.036,0.594150025,0.404415154,0.195462933,0.605951663,0.542109194,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
187,0.9,0.9,0.9,0.9,0.9,0.063,0.054,0.099,0.225,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.405,0.531,0.9,0.144,0.522,0.0,0.9,0.9,0.9,0.234,0.477,0.144,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.324,0.261,0.9,0.279,0.9,0.9,0.9,0.9,0.9,0.171,0.189,0.9,0.09,0.36,0.018,0.9,0.9,0.135,0.333,0.9,0.135,0.054,0.9,0.9,0.9,0.9,0.9,0.252,0.18,0.9,0.117,0.18,0.036,0.9,0.9,0.9,0.9,0.297,0.369,0.297,0.018,0.9,0.9,0.072,0.297,0.027,0.018,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.108,0.9,0.018,0.486,0.0,0.593715535,0.404137582,0.195410751,0.605256889,0.541999036,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
188,0.9,0.9,0.9,0.9,0.9,0.09,0.099,0.09,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.414,0.54,0.9,0.135,0.522,0.0,0.9,0.9,0.9,0.27,0.531,0.162,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.342,0.324,0.9,0.288,0.9,0.9,0.9,0.9,0.9,0.171,0.216,0.9,0.09,0.36,0.0,0.9,0.9,0.171,0.36,0.9,0.162,0.009,0.9,0.9,0.9,0.9,0.9,0.243,0.18,0.9,0.099,0.18,0.0,0.9,0.9,0.9,0.9,0.243,0.279,0.27,0.0,0.9,0.9,0.072,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.117,0.126,0.9,0.027,0.486,0.0,0.592475733,0.40395897,0.195344907,0.60493226,0.541772695,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
189,0.9,0.9,0.9,0.9,0.9,0.162,0.18,0.081,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.45,0.522,0.9,0.126,0.522,0.0,0.9,0.9,0.9,0.324,0.576,0.18,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.36,0.342,0.9,0.315,0.9,0.9,0.9,0.9,0.9,0.153,0.234,0.9,0.099,0.36,0.0,0.9,0.9,0.207,0.432,0.9,0.18,0.0,0.9,0.9,0.9,0.9,0.9,0.234,0.18,0.9,0.099,0.18,0.0,0.9,0.9,0.9,0.9,0.189,0.207,0.225,0.0,0.9,0.9,0.063,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.135,0.9,0.027,0.486,0.0,0.591431146,0.403791423,0.195336407,0.604446596,0.541404887,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
190,0.9,0.9,0.9,0.9,0.9,0.234,0.243,0.072,0.225,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.495,0.495,0.9,0.126,0.522,0.0,0.9,0.9,0.9,0.396,0.639,0.207,0.0,0.9,1.0,0.9,0.9,0.9,0.9,0.378,0.324,0.9,0.324,0.9,0.9,0.9,0.9,0.9,0.144,0.216,0.9,0.09,0.36,0.0,0.9,0.9,0.261,0.576,0.9,0.198,0.0,0.9,0.9,0.9,0.9,0.9,0.234,0.189,0.9,0.108,0.18,0.0,0.9,0.9,0.9,0.9,0.144,0.18,0.171,0.0,0.9,0.9,0.054,0.306,0.027,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.108,0.135,0.9,0.027,0.486,0.0,0.589824847,0.403359513,0.195380996,0.603832545,0.540754996,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
